ItemCertificado,Parcela,MovimentoId,TipoMovimento,EventoId,Identificador
600012426846200550,19,7E3B0000-BD3C-6045-6158-08DBE2167C38,Baixa,7E3B0000-BD3C-6045-6CED-08DBE216796A,580D0000-BD3C-6045-91A1-08DBE18AB6F8
600012426846200548,19,7E3B0000-BD3C-6045-057A-08DBE2167C3C,Baixa,7E3B0000-BD3C-6045-6CED-08DBE216796A,580D0000-BD3C-6045-91A1-08DBE18AB6F8
600012426860200548,18,7E3B0000-BD3C-6045-0905-08DBE21A486C,Baixa,7E3B0000-BD3C-6045-80B0-08DBE21A485F,41C80000-3A89-000D-2F9E-08DBC4798A19
600012426860200548,18,7E3B0000-BD3C-6045-0ADA-08DBE21A486C,CancelamentoParcela,7E3B0000-BD3C-6045-80B0-08DBE21A485F,41C80000-3A89-000D-2F9E-08DBC4798A19
600012426860200548,18,7E3B0000-BD3C-6045-0AF6-08DBE21A486C,Reemissao,7E3B0000-BD3C-6045-80B0-08DBE21A485F,41C80000-3A89-000D-2F9E-08DBC4798A19
600002030220201133,47,7E3B0000-BD3C-6045-64A5-08DBE21A4A1B,Reemissao,7E3B0000-BD3C-6045-590D-08DBE21A49FA,41C80000-3A89-000D-6644-08DBC6C19AC0
600002030220201133,47,7E3B0000-BD3C-6045-64DC-08DBE21A4A1B,Baixa,7E3B0000-BD3C-6045-590D-08DBE21A49FA,41C80000-3A89-000D-6644-08DBC6C19AC0
600002030220202001,47,7E3B0000-BD3C-6045-0AF9-08DBE21A4A2B,Baixa,7E3B0000-BD3C-6045-590D-08DBE21A49FA,41C80000-3A89-000D-6644-08DBC6C19AC0
600002030220202001,47,7E3B0000-BD3C-6045-0CFE-08DBE21A4A2B,CancelamentoParcela,7E3B0000-BD3C-6045-590D-08DBE21A49FA,41C80000-3A89-000D-6644-08DBC6C19AC0
600002030220202001,47,7E3B0000-BD3C-6045-0D21-08DBE21A4A2B,Reemissao,7E3B0000-BD3C-6045-590D-08DBE21A49FA,41C80000-3A89-000D-6644-08DBC6C19AC0
600012424873200549,18,7E3B0000-BD3C-6045-8B3B-08DBE21A4A29,Baixa,7E3B0000-BD3C-6045-8CAE-08DBE21A4A1F,41C80000-3A89-000D-32D8-08DBC5432E5E
600012424873200549,18,7E3B0000-BD3C-6045-8D58-08DBE21A4A29,CancelamentoParcela,7E3B0000-BD3C-6045-8CAE-08DBE21A4A1F,41C80000-3A89-000D-32D8-08DBC5432E5E
